jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
1	emt0.0.0.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	2488	0	1.310001	0
2	emt0.0.11.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	2431	0	2.635375	0
3	emt0.0.15.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1979	0	3.901585	0
4	emt0.0.16.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1911	0	5.106528	0
5	emt0.0.17.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1808	0	6.273588999999999	0
6	emt0.0.18.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1708	0	7.412836	0
7	emt0.0.19.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1592	0	8.576823	0
8	emt0.0.20.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1463	0	9.719589	0
9	emt0.0.21.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1412	0	10.774635	0
10	emt0.0.1.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1355	0	11.847007	0
11	emt0.0.2.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1349	0	12.904568000000001	0
12	emt0.0.3.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	1339	0	13.952178	0
13	emt0.0.4.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	962	0	14.907481	0
14	emt0.0.7.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	902	0	15.813152	0
15	emt0.0.5.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	883	0	16.763564	0
16	emt0.0.6.traindir_res100000_k6.711fcfcaa3ca11ecaf56a4c3f04f704a	gmtkEMtrain	6	825	0	17.652455	0
