jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
4	emt0.0.16.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19104	0	4.785539	0
5	emt0.0.17.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	18071	0	9.546271	0
6	emt0.0.18.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	17072	0	13.727988999999999	0
7	emt0.0.19.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	15909	0	17.949597999999998	0
8	emt0.0.20.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14616	0	21.980905	0
9	emt0.0.21.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14107	0	25.417279999999998	0
10	emt0.0.1.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13545	0	29.140681999999998	0
11	emt0.0.2.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13478	0	32.841965	0
12	emt0.0.3.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13379	0	36.699090000000005	0
13	emt0.0.4.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9609	0	39.697891	0
14	emt0.0.7.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9011	0	42.343416000000005	0
15	emt0.0.5.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8829	0	45.049152	0
16	emt0.0.6.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8252	0	47.585338	0
17	emt0.0.8.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8116	0	50.056236	0
18	emt0.0.9.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	7801	0	52.604753	0
19	emt0.0.12.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	6291	0	54.603361	0
20	emt0.0.10.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	5901	0	56.677869	0
21	emt0.0.13.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3870	0	58.275203	0
22	emt0.0.14.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3518	0	59.830135	0
1	emt0.0.0.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24870	0	65.306985	0
2	emt0.0.11.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24308	0	70.604347	0
3	emt0.0.15.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19784	0	75.367219	0
23	emt0.0.bundle.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	0	0	75.91363799999999	0
27	emt0.1.16.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19104	0	80.850994	0
28	emt0.1.17.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	18071	0	85.524936	0
29	emt0.1.18.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	17072	0	89.82101	0
30	emt0.1.19.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	15909	0	94.09184400000001	0
31	emt0.1.20.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14616	0	97.96298	0
32	emt0.1.21.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14107	0	101.349468	0
33	emt0.1.1.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13545	0	104.95879099999999	0
34	emt0.1.2.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13478	0	108.560393	0
35	emt0.1.3.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13379	0	112.259385	0
36	emt0.1.4.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9609	0	115.11129	0
37	emt0.1.7.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9011	0	117.722586	0
38	emt0.1.5.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8829	0	120.377631	0
39	emt0.1.6.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8252	0	122.879726	0
40	emt0.1.8.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8116	0	125.336916	0
41	emt0.1.9.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	7801	0	127.897727	0
42	emt0.1.12.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	6291	0	129.87767399999998	0
43	emt0.1.10.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	5901	0	131.725963	0
44	emt0.1.13.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3870	0	133.254985	0
45	emt0.1.14.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3518	0	134.712894	0
24	emt0.1.0.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24870	0	139.958882	0
25	emt0.1.11.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24308	0	145.38032700000002	0
26	emt0.1.15.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19784	0	150.16528699999998	0
46	emt0.1.bundle.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	0	0	150.805111	0
49	emt0.2.15.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19784	0	155.407133	0
50	emt0.2.16.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19104	0	159.834559	0
51	emt0.2.17.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	18071	0	163.812914	0
52	emt0.2.18.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	17072	0	167.643967	0
53	emt0.2.19.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	15909	0	171.51564000000002	0
54	emt0.2.20.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14616	0	174.940713	0
55	emt0.2.21.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14107	0	178.03396899999998	0
56	emt0.2.1.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13545	0	181.354007	0
57	emt0.2.2.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13478	0	184.70468499999998	0
58	emt0.2.3.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13379	0	188.03751300000002	0
59	emt0.2.4.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9609	0	190.67330900000002	0
60	emt0.2.7.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9011	0	192.943305	0
61	emt0.2.5.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8829	0	195.396897	0
62	emt0.2.6.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8252	0	197.639943	0
63	emt0.2.8.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8116	0	199.86053099999998	0
64	emt0.2.9.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	7801	0	202.108995	0
65	emt0.2.12.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	6291	0	204.006	0
66	emt0.2.10.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	5901	0	205.80089	0
67	emt0.2.13.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3870	0	207.222601	0
68	emt0.2.14.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3518	0	208.594921	0
47	emt0.2.0.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24870	0	213.33713500000002	0
48	emt0.2.11.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24308	0	218.262484	0
69	emt0.2.bundle.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	0	0	218.906093	0
72	emt0.3.15.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19784	0	222.922023	0
73	emt0.3.16.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19104	0	226.95070299999998	0
74	emt0.3.17.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	18071	0	230.79719500000002	0
75	emt0.3.18.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	17072	0	234.167093	0
76	emt0.3.19.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	15909	0	237.574455	0
77	emt0.3.20.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14616	0	240.78108899999998	0
78	emt0.3.21.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	14107	0	243.552718	0
79	emt0.3.1.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13545	0	246.505337	0
80	emt0.3.2.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13478	0	249.328791	0
81	emt0.3.3.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	13379	0	252.325166	0
82	emt0.3.4.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9609	0	254.779799	0
83	emt0.3.7.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	9011	0	256.867019	0
84	emt0.3.5.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8829	0	259.173127	0
85	emt0.3.6.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8252	0	261.237113	0
86	emt0.3.8.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	8116	0	263.180552	0
87	emt0.3.9.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	7801	0	265.246985	0
88	emt0.3.12.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	6291	0	267.00013	0
89	emt0.3.10.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	5901	0	268.663397	0
90	emt0.3.13.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3870	0	269.95156299999996	0
91	emt0.3.14.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	3518	0	271.24370799999997	0
70	emt0.3.0.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24870	0	275.287794	0
71	emt0.3.11.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	24308	0	280.016144	0
92	emt0.3.bundle.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	0	0	280.665976	0
95	emt0.4.15.traindir_res10000_k5.bb5e2916a35611ecb61ca4c3f04f704a	gmtkEMtrain	5	19784	0	284.63621600000005	0
