chr1	500000	600000	HF4
chr1	700000	800000	HF4
chr1	800000	900000	HF2
chr1	900000	1900000	HF1
chr1	1900000	2000000	HF3
chr1	2000000	2600000	HF1
chr1	2600000	2900000	HF4
chr1	2900000	3500000	HF5
chr1	3500000	3700000	HF1
chr1	3700000	3800000	HF2
chr1	3800000	4000000	HF4
chr1	4000000	4800000	HF5
chr1	4800000	4900000	HF3
chr1	4900000	5900000	HF5
chr1	5900000	6000000	HF4
chr1	6000000	6500000	HF1
chr1	6500000	7000000	HF2
chr1	7000000	7400000	HF5
chr1	7400000	7500000	HF3
chr1	7500000	7800000	HF5
chr1	7800000	7900000	HF2
chr1	7900000	8000000	HF5
chr1	8000000	8100000	HF2
chr1	8100000	8400000	HF3
chr1	8400000	9000000	HF1
chr1	9000000	9100000	HF3
chr1	9100000	9400000	HF1
chr1	9400000	9600000	HF3
chr1	9600000	10000000	HF1
chr1	10000000	10500000	HF2
chr1	10500000	10600000	HF1
chr1	10600000	10700000	HF4
chr1	10700000	10800000	HF1
chr1	10800000	10900000	HF3
chr1	10900000	11000000	HF5
chr1	11000000	11100000	HF1
chr1	11100000	11200000	HF2
chr1	11200000	11300000	HF4
chr1	11300000	11400000	HF2
chr1	11400000	11700000	HF5
chr1	11700000	12000000	HF2
chr1	12000000	12300000	HF1
chr1	12300000	12400000	HF4
chr1	12400000	12500000	HF1
chr1	12500000	12600000	HF4
chr1	12600000	12700000	HF3
chr1	12700000	12900000	HF5
chr1	12900000	13000000	HF6
chr1	13100000	13300000	HF6
chr1	13700000	13800000	HF6
chr1	13800000	14000000	HF5
chr1	14000000	14200000	HF1
chr1	14200000	14300000	HF3
chr1	14300000	14800000	HF5
chr1	14800000	15100000	HF3
chr1	15100000	15400000	HF5
chr1	15400000	15500000	HF2
chr1	15500000	15600000	HF1
chr1	15600000	15700000	HF3
chr1	15700000	16100000	HF2
chr1	16100000	16300000	HF1
chr1	16300000	16500000	HF3
chr1	16500000	16700000	HF2
chr1	16700000	16800000	HF1
chr1	16800000	17100000	HF3
chr1	17100000	17200000	HF4
chr1	17200000	17400000	HF2
chr1	17400000	17600000	HF3
chr1	17600000	17700000	HF5
chr1	17700000	17800000	HF2
chr1	17800000	17900000	HF3
chr1	17900000	18600000	HF5
chr1	18600000	18700000	HF3
chr1	18700000	19200000	HF5
chr1	19200000	19300000	HF1
chr1	19300000	19400000	HF5
chr1	19400000	19500000	HF4
chr1	19500000	19900000	HF1
chr1	19900000	20000000	HF2
chr1	20000000	20100000	HF1
chr1	20100000	20300000	HF2
chr1	20300000	20400000	HF5
chr1	20400000	20500000	HF3
chr1	20500000	20800000	HF5
chr1	20800000	21200000	HF2
chr1	21200000	21300000	HF4
chr1	21300000	21600000	HF2
chr1	21600000	21700000	HF1
chr1	21700000	22000000	HF3
chr1	22000000	22200000	HF1
chr1	22200000	22300000	HF3
chr1	22300000	22500000	HF1
chr1	22500000	22600000	HF3
chr1	22600000	22700000	HF5
chr1	22700000	22900000	HF2
chr1	22900000	23000000	HF5
chr1	23000000	23200000	HF3
chr1	23200000	23300000	HF5
chr1	23300000	23400000	HF2
chr1	23400000	23500000	HF1
chr1	23500000	23600000	HF3
chr1	23600000	23700000	HF2
chr1	23700000	23800000	HF5
chr1	23800000	24300000	HF1
chr1	24300000	24400000	HF2
chr1	24400000	24700000	HF3
chr1	24700000	24800000	HF2
chr1	24800000	24900000	HF3
chr1	24900000	25000000	HF2
chr1	25000000	25400000	HF1
chr1	25400000	25500000	HF3
chr1	25500000	25600000	HF2
chr1	25600000	25700000	HF4
chr1	25700000	25900000	HF2
chr1	25900000	26100000	HF3
chr1	26100000	26600000	HF2
chr1	26600000	26700000	HF1
chr1	26700000	26800000	HF2
chr1	26800000	27200000	HF1
chr1	27200000	27300000	HF2
chr1	27300000	27400000	HF3
chr1	27400000	27500000	HF1
chr1	27500000	27700000	HF2
chr1	27700000	28000000	HF1
chr1	28000000	28200000	HF2
chr1	28200000	28600000	HF1
chr1	28600000	28800000	HF2
chr1	28800000	29100000	HF1
chr1	29100000	29200000	HF3
chr1	29200000	29300000	HF1
chr1	29300000	29400000	HF4
chr1	29400000	29500000	HF1
chr1	29500000	29600000	HF2
chr1	29600000	29900000	HF5
chr1	30000000	30100000	HF5
chr1	30100000	30200000	HF3
chr1	30200000	31100000	HF5
chr1	31100000	31200000	HF3
chr1	31200000	31300000	HF1
chr1	31300000	31400000	HF3
chr1	31400000	31600000	HF1
chr1	31600000	31700000	HF3
chr1	31700000	31900000	HF2
chr1	31900000	32100000	HF3
chr1	32100000	32200000	HF2
chr1	32200000	32300000	HF3
chr1	32300000	32500000	HF1
chr1	32500000	32700000	HF2
chr1	32700000	32900000	HF1
chr1	32900000	33000000	HF3
chr1	33000000	33200000	HF2
chr1	33200000	33300000	HF1
chr1	33300000	33400000	HF2
chr1	33400000	33500000	HF1
chr1	33500000	33600000	HF2
chr1	33600000	33700000	HF3
chr1	33700000	33900000	HF2
chr1	33900000	34000000	HF3
chr1	34000000	34800000	HF5
chr1	34800000	35000000	HF3
chr1	35000000	35300000	HF5
chr1	35300000	35800000	HF2
chr1	35800000	35900000	HF4
chr1	35900000	36000000	HF1
chr1	36000000	36600000	HF2
chr1	36600000	36900000	HF1
chr1	36900000	37000000	HF2
chr1	37000000	37700000	HF5
chr1	37700000	37800000	HF3
chr1	37800000	37900000	HF5
chr1	37900000	38300000	HF2
chr1	38300000	38500000	HF1
chr1	38500000	38700000	HF3
chr1	38700000	38800000	HF5
chr1	38800000	38900000	HF3
chr1	38900000	39000000	HF1
chr1	39000000	39100000	HF3
chr1	39100000	39300000	HF5
chr1	39300000	39600000	HF2
chr1	39600000	39800000	HF1
chr1	39800000	40100000	HF2
