chr1	500000	600000	HS5
chr1	700000	800000	HS5
chr1	800000	2600000	HS1
chr1	2600000	2700000	HS5
chr1	2700000	3500000	HS3
chr1	3500000	3900000	HS1
chr1	3900000	4000000	HS5
chr1	4000000	6000000	HS3
chr1	6000000	6100000	HS1
chr1	6100000	6200000	HS3
chr1	6200000	7000000	HS1
chr1	7000000	8000000	HS3
chr1	8000000	11500000	HS1
chr1	11500000	11700000	HS3
chr1	11700000	12400000	HS1
chr1	12400000	12900000	HS3
chr1	12900000	13000000	HS5
chr1	13100000	13300000	HS5
chr1	13700000	13800000	HS5
chr1	13800000	14000000	HS3
chr1	14000000	14100000	HS1
chr1	14100000	15500000	HS3
chr1	15500000	17100000	HS1
chr1	17100000	17200000	HS5
chr1	17200000	17500000	HS1
chr1	17500000	19200000	HS3
chr1	19200000	20100000	HS1
chr1	20100000	20900000	HS3
chr1	20900000	22500000	HS1
chr1	22500000	23300000	HS3
chr1	23300000	29600000	HS1
chr1	29600000	29900000	HS3
chr1	30000000	31200000	HS3
chr1	31200000	33900000	HS1
chr1	33900000	35300000	HS3
chr1	35300000	37000000	HS1
chr1	37000000	37900000	HS3
chr1	37900000	38600000	HS1
chr1	38600000	39300000	HS3
chr1	39300000	41700000	HS1
chr1	41700000	42100000	HS3
chr1	42100000	44800000	HS1
chr1	44800000	45000000	HS3
chr1	45000000	47200000	HS1
chr1	47200000	47700000	HS3
chr1	47700000	47900000	HS2
chr1	47900000	48600000	HS3
chr1	48600000	48900000	HS5
chr1	48900000	49300000	HS4
chr1	49300000	50500000	HS5
chr1	50500000	51200000	HS4
chr1	51200000	52500000	HS2
chr1	52500000	53900000	HS1
chr1	53900000	54200000	HS3
chr1	54200000	54800000	HS1
chr1	54800000	55800000	HS2
chr1	55800000	56200000	HS3
chr1	56200000	59000000	HS4
chr1	59000000	59900000	HS2
chr1	59900000	60700000	HS4
chr1	60700000	61200000	HS6
chr1	61200000	62900000	HS4
chr1	62900000	63300000	HS2
chr1	63300000	63800000	HS4
chr1	63800000	64100000	HS2
chr1	64100000	65600000	HS4
chr1	65600000	65700000	HS2
chr1	65700000	66700000	HS4
chr1	66700000	66900000	HS2
chr1	66900000	67400000	HS4
chr1	67400000	67500000	HS2
chr1	67500000	67600000	HS4
chr1	67600000	68000000	HS2
chr1	68000000	68400000	HS4
chr1	68400000	68500000	HS6
chr1	68500000	69000000	HS4
chr1	69000000	70500000	HS6
chr1	70500000	70600000	HS4
chr1	70600000	70900000	HS2
chr1	70900000	71200000	HS4
chr1	71200000	71500000	HS6
chr1	71500000	71600000	HS4
chr1	71600000	74900000	HS6
chr1	74900000	75300000	HS4
chr1	75300000	75600000	HS6
chr1	75600000	75800000	HS4
chr1	75800000	76100000	HS6
