jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
1	emt0.0.0.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	2488	0	1.635418	0
2	emt0.0.11.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	2431	0	3.227857	0
3	emt0.0.15.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1979	0	4.724563	0
4	emt0.0.16.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1911	0	6.181844	0
5	emt0.0.17.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1808	0	7.569789	0
6	emt0.0.18.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1708	0	8.971477	0
7	emt0.0.19.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1592	0	10.279701000000001	0
8	emt0.0.20.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1463	0	11.610538	0
9	emt0.0.21.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1412	0	12.805734000000001	0
10	emt0.0.1.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1355	0	14.036249	0
11	emt0.0.2.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1349	0	15.282471000000001	0
12	emt0.0.3.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1339	0	16.508547	0
13	emt0.0.4.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	962	0	17.587985	0
14	emt0.0.7.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	902	0	18.620475000000003	0
15	emt0.0.5.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	883	0	19.690272	0
16	emt0.0.6.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	825	0	20.655707	0
17	emt0.0.8.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	812	0	21.641942	0
18	emt0.0.9.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	781	0	22.651077	0
19	emt0.0.12.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	630	0	23.618583	0
20	emt0.0.10.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	591	0	24.492696000000002	0
21	emt0.0.13.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	388	0	25.319222	0
22	emt0.0.14.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	353	0	26.125377	0
23	emt0.0.bundle.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	0	0	26.593949	0
24	emt0.1.0.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	2488	0	28.335957999999998	0
25	emt0.1.11.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	2431	0	29.994778	0
26	emt0.1.15.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1979	0	31.606379	0
27	emt0.1.16.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1911	0	33.251961	0
28	emt0.1.17.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1808	0	34.833719	0
29	emt0.1.18.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1708	0	36.305645999999996	0
30	emt0.1.19.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1592	0	37.805967	0
31	emt0.1.20.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1463	0	39.193341000000004	0
32	emt0.1.21.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1412	0	40.527681	0
33	emt0.1.1.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1355	0	41.832795	0
34	emt0.1.2.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1349	0	43.173503000000004	0
35	emt0.1.3.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1339	0	44.466041000000004	0
36	emt0.1.4.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	962	0	45.547098	0
37	emt0.1.7.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	902	0	46.570176	0
38	emt0.1.5.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	883	0	47.675696	0
39	emt0.1.6.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	825	0	48.753626999999994	0
40	emt0.1.8.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	812	0	49.843118	0
41	emt0.1.9.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	781	0	50.98751	0
42	emt0.1.12.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	630	0	51.959607999999996	0
43	emt0.1.10.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	591	0	52.887198999999995	0
44	emt0.1.13.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	388	0	53.748957999999995	0
45	emt0.1.14.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	353	0	54.691709	0
46	emt0.1.bundle.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	0	0	55.288702	0
47	emt0.2.0.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	2488	0	56.771641	0
48	emt0.2.11.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	2431	0	58.235835	0
49	emt0.2.15.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1979	0	59.639019999999995	0
50	emt0.2.16.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1911	0	60.97623299999999	0
51	emt0.2.17.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1808	0	62.27550599999999	0
52	emt0.2.18.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1708	0	63.492243	0
53	emt0.2.19.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1592	0	64.718125	0
54	emt0.2.20.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1463	0	65.98377599999999	0
55	emt0.2.21.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1412	0	67.086795	0
56	emt0.2.1.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1355	0	68.294913	0
57	emt0.2.2.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1349	0	69.425263	0
58	emt0.2.3.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	1339	0	70.580416	0
59	emt0.2.4.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	962	0	71.592333	0
60	emt0.2.7.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	902	0	72.495869	0
61	emt0.2.5.traindir_res100000_k8.5fb6bbd0a41111ecbe7ba4c3f04f704a	gmtkEMtrain	8	883	0	73.465911	0
