jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
1	vit0.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	2488	0	0.9227629999999999	0
2	vit11.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	2431	0	1.794575	0
3	vit15.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1979	0	2.634359	0
4	vit16.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1911	0	3.499987	0
5	vit17.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1808	0	4.306522	0
6	vit18.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1708	0	5.155786	0
7	vit19.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1592	0	5.8836710000000005	0
8	vit20.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1463	0	6.645395000000001	0
9	vit21.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1412	0	7.532386000000001	0
10	vit1.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1355	0	8.339388	0
11	vit2.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1349	0	9.225207	0
12	vit3.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	1339	0	10.019350000000001	0
13	vit4.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	962	0	10.814053	0
14	vit7.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	902	0	11.478096	0
15	vit5.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	883	0	12.271101999999999	0
16	vit6.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	825	0	13.053217	0
17	vit8.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	812	0	13.832863999999999	0
18	vit9.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	781	0	14.612521000000001	0
19	vit12.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	630	0	15.296598999999999	0
20	vit10.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	591	0	16.030564000000002	0
21	vit13.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	388	0	16.670545999999998	0
22	vit14.annotdir_res100000_k5.f81d228aa36f11ecba2aa4c3f04f704a	gmtkViterbi	5	353	0	17.402947	0
