jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
1	vit0.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	2488	0	0.8550909999999999	0
2	vit11.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	2431	0	1.7113200000000002	0
3	vit15.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1979	0	2.540025	0
4	vit16.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1911	0	3.306902	0
5	vit17.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1808	0	4.161135	0
6	vit18.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1708	0	5.004150999999999	0
7	vit19.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1592	0	5.82564	0
8	vit20.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1463	0	6.549072000000001	0
9	vit21.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1412	0	7.362304	0
10	vit1.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1355	0	8.150378	0
11	vit2.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1349	0	8.925246999999999	0
12	vit3.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	1339	0	9.715285	0
13	vit4.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	962	0	10.458269	0
14	vit7.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	902	0	11.198818	0
15	vit5.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	883	0	11.946987	0
16	vit6.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	825	0	12.67509	0
17	vit8.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	812	0	13.423789000000001	0
18	vit9.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	781	0	14.208516999999999	0
19	vit12.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	630	0	14.917862999999999	0
20	vit10.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	591	0	15.702969	0
21	vit13.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	388	0	16.394375	0
22	vit14.annotdir_res100000_k4.93226fdea35611ec9b8ba4c3f04f704a	gmtkViterbi	4	353	0	17.069897	0
