16000000	16000000	90072.12
16200000	16200000	NaN
16100000	16300000	NaN
16200000	16300000	NaN
16300000	16300000	84652.23
16200000	16400000	NaN
16300000	16400000	NaN
16500000	16500000	NaN
16600000	16600000	NaN
16000000	16800000	761.6036
16100000	16800000	NaN
16200000	16800000	NaN
16300000	16800000	1981.1587
16500000	16800000	NaN
16800000	16800000	61125.91
16000000	16900000	1779.4904
16100000	16900000	NaN
16200000	16900000	NaN
16300000	16900000	771.49774
16500000	16900000	NaN
16800000	16900000	12639.024
16900000	16900000	54632.61
16000000	17000000	422.81052
16200000	17000000	NaN
16300000	17000000	1466.4755
16500000	17000000	NaN
16800000	17000000	5019.3965
16900000	17000000	6465.35
17000000	17000000	49562.652
16000000	17100000	1125.1648
16100000	17100000	NaN
16300000	17100000	975.63007
16400000	17100000	NaN
16500000	17100000	NaN
16600000	17100000	NaN
16800000	17100000	3881.6372
16900000	17100000	4001.2341
17000000	17100000	13436.578
17100000	17100000	50261.965
16000000	17200000	563.9908
16200000	17200000	NaN
16300000	17200000	733.5543
16400000	17200000	NaN
16500000	17200000	NaN
16800000	17200000	2546.548
16900000	17200000	3442.9902
17000000	17200000	4368.289
17100000	17200000	6763.462
17200000	17200000	42282.11
16000000	17300000	970.1978
16100000	17300000	NaN
16200000	17300000	NaN
16300000	17300000	673.0066
16400000	17300000	NaN
16500000	17300000	NaN
16600000	17300000	NaN
16800000	17300000	1909.7737
16900000	17300000	2668.1167
17000000	17300000	3158.8196
17100000	17300000	3664.9487
17200000	17300000	13231.219
17300000	17300000	36753.414
16000000	17400000	327.5659
16200000	17400000	NaN
16300000	17400000	378.7097
16400000	17400000	NaN
16500000	17400000	NaN
16800000	17400000	886.3133
16900000	17400000	1384.8978
17000000	17400000	1642.1973
17100000	17400000	2037.7635
17200000	17400000	3687.8225
17300000	17400000	8002.2417
17400000	17400000	35912.55
16000000	17500000	366.8939
16200000	17500000	NaN
16300000	17500000	318.13358
16500000	17500000	NaN
16600000	17500000	NaN
16800000	17500000	418.80597
16900000	17500000	728.4703
17000000	17500000	744.0115
17100000	17500000	852.4702
17200000	17500000	2088.2668
17300000	17500000	4296.55
17400000	17500000	9117.173
17500000	17500000	29193.951
16000000	17600000	80.4231
16200000	17600000	NaN
16300000	17600000	139.4697
16400000	17600000	NaN
16500000	17600000	NaN
16800000	17600000	204.00496
16900000	17600000	362.2605
17000000	17600000	348.8255
17100000	17600000	385.77835
17200000	17600000	1036.3534
17300000	17600000	1866.9745
17400000	17600000	3618.504
17500000	17600000	9996.744
17600000	17600000	25929.205
16300000	17700000	146.27698
16400000	17700000	NaN
16500000	17700000	NaN
16600000	17700000	NaN
16800000	17700000	222.52058
16900000	17700000	179.97246
17000000	17700000	289.8301
17100000	17700000	360.3536
17200000	17700000	744.69385
17300000	17700000	1090.2552
17400000	17700000	1993.8783
17500000	17700000	4371.3604
17600000	17700000	10657.934
17700000	17700000	31538.193
16000000	17800000	105.36886
16100000	17800000	NaN
16200000	17800000	NaN
16300000	17800000	91.365295
16500000	17800000	NaN
16800000	17800000	256.59216
16900000	17800000	349.72513
17000000	17800000	569.797
17100000	17800000	544.9271
17200000	17800000	882.775
17300000	17800000	1560.803
17400000	17800000	2850.9756
17500000	17800000	3871.837
17600000	17800000	7480.5825
17700000	17800000	10899.434
17800000	17800000	29602.447
16000000	17900000	192.5804
16100000	17900000	NaN
16300000	17900000	83.493195
16400000	17900000	NaN
16800000	17900000	459.1978
16900000	17900000	388.07666
17000000	17900000	423.0711
17100000	17900000	534.061
17200000	17900000	1081.6486
17300000	17900000	1844.512
17400000	17900000	3504.5938
17500000	17900000	5134.973
17600000	17900000	8463.043
17700000	17900000	6345.1797
17800000	17900000	11246.271
17900000	17900000	27438.62
16300000	18000000	79.75353
16800000	18000000	195.98375
16900000	18000000	261.66684
17000000	18000000	284.9576
17100000	18000000	310.2205
17200000	18000000	608.17206
17300000	18000000	1050.9556
17400000	18000000	1820.989
17500000	18000000	3294.3374
17600000	18000000	4689.951
17700000	18000000	3848.0598
17800000	18000000	4052.9885
17900000	18000000	6840.0166
18000000	18000000	27779.01
16000000	18100000	97.69135
16200000	18100000	NaN
16300000	18100000	84.708145
16800000	18100000	178.42204
16900000	18100000	196.86186
17000000	18100000	159.58453
17100000	18100000	234.30588
17200000	18100000	359.67905
17300000	18100000	548.0208
17400000	18100000	913.76685
17500000	18100000	2122.5566
17600000	18100000	2528.86
17700000	18100000	2541.4116
17800000	18100000	2106.4468
17900000	18100000	2688.168
18000000	18100000	10781.0205
18100000	18100000	30592.633
16000000	18200000	224.9928
16100000	18200000	NaN
16200000	18200000	NaN
16300000	18200000	130.06079
16800000	18200000	38.048473
16900000	18200000	88.90044
17000000	18200000	156.30963
17100000	18200000	129.28622
17200000	18200000	250.76694
17300000	18200000	317.95993
17400000	18200000	507.30438
17500000	18200000	1191.4124
17600000	18200000	1641.676
17700000	18200000	1926.5996
17800000	18200000	1172.8317
17900000	18200000	1610.5558
18000000	18200000	5262.2383
18100000	18200000	9911.321
18200000	18200000	30122.434
16000000	18300000	77.95002
16300000	18300000	270.36176
16500000	18300000	NaN
16800000	18300000	102.82044
16900000	18300000	110.8802
17000000	18300000	118.55412
17100000	18300000	111.00611
17200000	18300000	234.28212
17300000	18300000	320.40152
17400000	18300000	513.6683
17500000	18300000	880.1558
17600000	18300000	1098.2816
17700000	18300000	1087.0659
17800000	18300000	1084.4088
17900000	18300000	1299.9677
18000000	18300000	3124.414
18100000	18300000	4078.3953
18200000	18300000	9569.744
18300000	18300000	29237.959
16200000	18400000	NaN
16500000	18400000	NaN
16600000	18400000	NaN
16800000	18400000	84.11822
16900000	18400000	68.78992
17000000	18400000	88.72795
17100000	18400000	68.35022
17200000	18400000	239.82465
17300000	18400000	306.4696
17400000	18400000	476.36032
17500000	18400000	863.13983
17600000	18400000	975.31354
17700000	18400000	1171.976
17800000	18400000	904.26215
17900000	18400000	1067.768
18000000	18400000	2425.919
18100000	18400000	3354.5784
18200000	18400000	5769.3853
18300000	18400000	12149.709
18400000	18400000	31872.99
16000000	18500000	78.117134
16300000	18500000	67.73534
16800000	18500000	79.26221
16900000	18500000	83.33843
17000000	18500000	70.40491
17100000	18500000	99.53419
17200000	18500000	199.56673
17300000	18500000	266.56396
17400000	18500000	428.40637
17500000	18500000	820.94885
17600000	18500000	1057.1129
17700000	18500000	1196.4927
17800000	18500000	853.15717
17900000	18500000	1037.1931
18000000	18500000	2637.1794
18100000	18500000	3607.2559
18200000	18500000	7036.396
18300000	18500000	9913.445
18400000	18500000	12045.474
18500000	18500000	27340.744
16400000	18600000	NaN
16800000	18600000	49.526867
16900000	18600000	115.71976
17000000	18600000	137.47624
17100000	18600000	85.36401
17200000	18600000	207.83159
17300000	18600000	340.69513
17400000	18600000	508.86957
17500000	18600000	845.0064
17600000	18600000	979.7331
17700000	18600000	990.98456
17800000	18600000	886.2058
17900000	18600000	932.99695
18000000	18600000	1943.9099
18100000	18600000	2674.5461
18200000	18600000	4303.2036
18300000	18600000	5342.7974
18400000	18600000	5313.885
18500000	18600000	11951.394
18600000	18600000	41335.0
17300000	18700000	NaN
17400000	18700000	NaN
17500000	18700000	NaN
17600000	18700000	NaN
17700000	18700000	NaN
17800000	18700000	NaN
17900000	18700000	NaN
18000000	18700000	NaN
18100000	18700000	NaN
18200000	18700000	NaN
18300000	18700000	NaN
18400000	18700000	NaN
18500000	18700000	NaN
18600000	18700000	NaN
16800000	18800000	51.269657
17000000	18800000	85.38832
17100000	18800000	113.61583
17200000	18800000	132.88364
17300000	18800000	235.12253
17400000	18800000	271.96347
17500000	18800000	296.3829
17600000	18800000	297.7659
17700000	18800000	278.23035
17800000	18800000	290.8222
17900000	18800000	291.693
18000000	18800000	340.54538
18100000	18800000	335.3959
18200000	18800000	459.43088
18300000	18800000	603.4559
18400000	18800000	619.47614
18500000	18800000	525.8692
18600000	18800000	766.70654
18700000	18800000	NaN
18800000	18800000	43981.547
16000000	18900000	107.67683
16200000	18900000	NaN
16300000	18900000	186.73308
16400000	18900000	NaN
16800000	18900000	21.85104
16900000	18900000	114.87388
17000000	18900000	103.11167
17100000	18900000	129.12766
17200000	18900000	129.45091
17300000	18900000	147.52965
17400000	18900000	206.75902
17500000	18900000	231.5828
17600000	18900000	233.04799
17700000	18900000	214.17235
17800000	18900000	302.312
17900000	18900000	288.69647
18000000	18900000	331.18277
18100000	18900000	294.29886
18200000	18900000	348.58243
18300000	18900000	504.31967
18400000	18900000	441.22208
18500000	18900000	437.04288
18600000	18900000	534.5008
18700000	18900000	NaN
18800000	18900000	8582.333
18900000	18900000	28395.646
16500000	19000000	NaN
16800000	19000000	47.208534
