9400000	9400000	4.7117467
9400000	9500000	0.3284756
9500000	9500000	4.6868873
9400000	9600000	0.32196587
9500000	9600000	0.43253216
9600000	9600000	4.269192
9700000	9700000	NaN
9400000	9800000	0.10117202
9500000	9800000	0.1062787
9600000	9800000	0.17389496
9800000	9800000	4.2842226
9600000	9900000	0.4711739
9800000	9900000	0.98073286
9900000	9900000	4.0842032
9700000	10000000	NaN
10000000	10000000	5.0690045
10000000	10100000	NaN
9800000	10200000	NaN
9400000	10400000	1.8588018
9500000	10400000	2.2572734
9600000	10400000	0.30541524
9800000	10400000	0.21171227
10300000	10400000	NaN
10400000	10400000	2.7896795
9400000	10500000	3.080614
9500000	10500000	1.5112128
9600000	10500000	0.6210359
9800000	10500000	0.37068927
9900000	10500000	0.57950646
10300000	10500000	NaN
10400000	10500000	2.4707599
10500000	10500000	2.2935805
9400000	10600000	1.66026
9800000	10600000	0.42041966
9900000	10600000	0.83527917
10400000	10600000	2.2380054
10500000	10600000	2.4627676
10600000	10600000	2.9215715
9400000	10700000	3.8382807
9500000	10700000	3.6960864
9600000	10700000	2.3298957
9700000	10700000	NaN
9800000	10700000	0.8583293
9900000	10700000	0.6302295
10000000	10700000	0.4475602
10400000	10700000	0.93677163
10500000	10700000	0.6955672
10600000	10700000	0.4756048
10700000	10700000	3.051709
9400000	10800000	0.89335155
9600000	10800000	0.7175456
9800000	10800000	0.86011076
9900000	10800000	0.50237393
10000000	10800000	0.2417227
10400000	10800000	1.1510597
10500000	10800000	0.8421311
10600000	10800000	0.5836142
10700000	10800000	1.0083735
10800000	10800000	3.1291287
9600000	10900000	0.59410346
9800000	10900000	0.9346129
9900000	10900000	0.8575655
10300000	10900000	NaN
10400000	10900000	1.3295412
10500000	10900000	1.1355801
10600000	10900000	0.9758454
10700000	10900000	1.7387112
10800000	10900000	1.8132553
10900000	10900000	2.4952989
9400000	11000000	4.390901
9500000	11000000	2.9553313
9600000	11000000	4.4415565
9700000	11000000	NaN
9800000	11000000	3.725309
9900000	11000000	1.4159646
10000000	11000000	0.5572798
10400000	11000000	2.0168295
10500000	11000000	1.6568562
10600000	11000000	1.234764
10700000	11000000	1.5352126
10800000	11000000	1.0050946
10900000	11000000	1.0190588
11000000	11000000	2.504206
9400000	11100000	1.5972238
9500000	11100000	2.0493467
9600000	11100000	7.98186
9800000	11100000	1.6793232
9900000	11100000	4.0444984
10400000	11100000	1.614059
10500000	11100000	1.601493
10600000	11100000	1.4559573
10700000	11100000	1.9185194
10800000	11100000	1.6035501
10900000	11100000	1.5688837
11000000	11100000	1.5743811
11100000	11100000	2.5460951
9800000	14300000	2.4866722
