jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
2	vit11.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	24308	0	2.104591	0
3	vit15.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	19784	0	3.870009	0
4	vit16.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	19104	0	5.694281	0
5	vit17.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	18071	0	7.460425	0
6	vit18.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	17072	0	9.160027000000001	0
7	vit19.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	15909	0	10.654851	0
8	vit20.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	14616	0	12.241380000000001	0
9	vit21.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	14107	0	13.706272	0
10	vit1.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	13545	0	15.230349	0
11	vit2.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	13478	0	16.71679	0
12	vit3.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	13379	0	18.299906	0
13	vit4.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	9609	0	19.542768000000002	0
14	vit7.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	9011	0	20.722389999999997	0
15	vit5.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	8829	0	21.907998	0
16	vit6.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	8252	0	23.074973999999997	0
17	vit8.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	8116	0	24.192032	0
18	vit9.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	7801	0	25.300955	0
19	vit12.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	6291	0	26.337445	0
20	vit10.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	5901	0	27.473874000000002	0
21	vit13.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	3870	0	28.355034	0
22	vit14.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	3518	0	29.2519	0
1	vit0.annotdir_res10000_k4.0efc80b6a34a11ec8505a4c3f04f704a	gmtkViterbi	4	24870	0	31.273096	0
