jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
2	vit11.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	24308	0	2.3214650000000003	0
3	vit15.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	19784	0	4.3800740000000005	0
4	vit16.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	19104	0	6.418266999999999	0
5	vit17.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	18071	0	8.310725	0
6	vit18.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	17072	0	10.289299	0
7	vit19.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	15909	0	12.173475	0
8	vit20.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	14616	0	13.910299	0
9	vit21.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	14107	0	15.607866	0
10	vit1.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	13545	0	17.299458	0
11	vit2.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	13478	0	18.933436	0
12	vit3.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	13379	0	20.571945	0
13	vit4.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	9609	0	21.944509	0
14	vit7.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	9011	0	23.251893	0
15	vit5.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	8829	0	24.56971	0
16	vit6.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	8252	0	25.827911	0
17	vit8.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	8116	0	27.132621	0
18	vit9.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	7801	0	28.371212	0
19	vit12.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	6291	0	29.519356	0
20	vit10.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	5901	0	30.641789	0
21	vit13.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	3870	0	31.626128	0
22	vit14.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	3518	0	32.539384	0
1	vit0.annotdir_res10000_k5.f7ce29cea35a11ecafa0a4c3f04f704a	gmtkViterbi	5	24870	0	34.870478	0
