jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
2	vit11.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	24308	0	2.635689	0
3	vit15.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	19784	0	4.867827	0
4	vit16.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	19104	0	6.942948	0
5	vit17.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	18071	0	9.132890999999999	0
6	vit18.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	17072	0	11.239537	0
7	vit19.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	15909	0	13.212005	0
8	vit20.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	14616	0	15.137903999999999	0
9	vit21.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	14107	0	16.968856	0
10	vit1.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	13545	0	18.818575	0
11	vit2.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	13478	0	20.643521	0
12	vit3.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	13379	0	22.384595	0
13	vit4.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	9609	0	23.868424	0
14	vit7.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	9011	0	25.29523	0
15	vit5.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	8829	0	26.717471	0
16	vit6.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	8252	0	28.076750999999998	0
17	vit8.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	8116	0	29.452078	0
18	vit9.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	7801	0	30.787182	0
19	vit12.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	6291	0	31.991214	0
20	vit10.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	5901	0	33.138011	0
21	vit13.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	3870	0	34.150214	0
22	vit14.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	3518	0	35.195563	0
1	vit0.annotdir_res10000_k6.31cac804a3c311ec95c6a4c3f04f704a	gmtkViterbi	6	24870	0	37.878082	0
