chr21	94	95	0.25235500318723963
chr21	95	96	0.32853876427360246
chr21	96	97	1.2655936713238998
chr21	98	99	1.2003186511847648
chr21	99	100	0.925619766069994
chr21	100	101	0.35251856589964997
chr21	104	105	1.8102523863451236
chr21	105	106	2.35264269682697
chr21	106	107	2.038362191130745
chr21	107	108	2.3274812795214537
chr21	108	109	1.64643328755448
chr21	109	110	3.099444130772128
chr21	110	111	2.867784426057714
chr21	111	112	2.8648830759055146
chr21	143	144	2.3040512566452316
chr21	144	145	2.5522305685964626
chr21	145	146	2.845302840863081
chr21	146	147	2.6346229235998946
chr21	147	148	2.7070454557141206
chr21	148	149	2.065630344427591
chr21	149	150	1.943927886615815
chr21	152	153	1.4893137684038795
chr21	153	154	0.5304831353676838
chr21	154	155	0.4208479734329984
chr21	155	156	0.8991566964234907
chr21	156	157	0.5676664305590126
chr21	157	158	0.17275905637013605
chr21	158	159	0.09553696713552744
chr21	159	160	0.0
chr21	160	161	0.0
chr21	161	162	0.0
chr21	162	163	0.004128341977004424
chr21	163	164	0.009485425137056094
chr21	164	165	0.0
chr21	165	166	0.10224230868358607
chr21	166	167	0.2192791694269736
chr21	167	168	0.10438253669798501
chr21	168	169	0.028514521538031173
chr21	169	170	0.0951039505708693
chr21	170	171	0.013509420189688155
chr21	171	172	0.0
chr21	172	173	0.0
chr21	173	174	0.4401848062696415
chr21	174	175	0.6312426525010733
chr21	175	176	0.5392300750362548
chr21	176	177	0.6268056927271513
chr21	177	178	0.9237000052873058
chr21	178	179	1.2845323517997858
chr21	179	180	1.2009681486657156
chr21	180	181	1.2796976732374143
chr21	181	182	1.446135401154789
chr21	182	183	1.365068475307854
chr21	183	184	1.2980826171479196
chr21	184	185	1.4495544475357909
chr21	185	186	1.441023174874132
chr21	186	187	1.3218784365369884
chr21	187	188	0.5173201643565654
chr21	188	189	0.0
chr21	189	190	0.0
chr21	190	191	0.0
chr21	191	192	0.0
chr21	192	193	0.0
chr21	193	194	0.002807364714437317
chr21	194	195	0.4708806895774988
chr21	195	196	0.533288909720338
chr21	196	197	0.802988638744572
chr21	197	198	0.9923412342452662
chr21	198	199	1.2118784619560392
chr21	199	200	1.2108198193290223
chr21	200	201	1.1596957471156937
chr21	201	202	1.1652964525193725
chr21	202	203	1.1087222434063135
chr21	203	204	1.131685368432805
chr21	204	205	1.1896490023001631
chr21	205	206	1.1603842316337738
chr21	206	207	0.9805528213643392
chr21	207	208	0.8997596051438114
chr21	208	209	0.9910799642959321
chr21	209	210	1.0173637707613707
chr21	210	211	0.9284174715752268
chr21	211	212	0.9166665461440818
chr21	212	213	0.9580160098229531
chr21	213	214	1.0625918780847927
chr21	214	215	1.144807249738424
chr21	215	216	1.1087424633243912
chr21	216	217	1.3324897404409226
chr21	217	218	1.2513769143785989
chr21	218	219	1.428223873415984
chr21	219	220	1.3993036117397242
chr21	220	221	1.3452745733704752
chr21	221	222	1.3840777126768535
chr21	222	223	1.4116830934092655
chr21	223	224	1.034202526832161
chr21	224	225	0.7935668156528138
chr21	225	226	0.7574422970767264
chr21	226	227	0.969649413272682
chr21	227	228	0.8997996808895801
chr21	228	229	1.1003047157128876
chr21	229	230	1.123647789689374
chr21	230	231	1.317132071713477
chr21	231	232	1.2192373548074549
chr21	232	233	1.3511724412582402
chr21	233	234	1.3469810338346955
chr21	234	235	1.409627563896713
chr21	235	236	1.303633873089376
chr21	236	237	1.3399724524444705
chr21	237	238	1.5304057716817097
chr21	238	239	1.5779824951057495
chr21	239	240	1.5948051503509295
chr21	240	241	1.7390278519081224
chr21	241	242	1.9969829294124632
chr21	242	243	1.6820534963398202
chr21	243	244	1.610748742237616
chr21	244	245	1.4299818633836148
chr21	245	246	1.244045007643492
chr21	246	247	1.2787658917460578
chr21	247	248	1.2191438530538081
chr21	248	249	1.089384878446895
chr21	249	250	1.1409833339992121
chr21	250	251	1.3041365433340164
chr21	251	252	1.3790370877122111
chr21	252	253	1.2629581904676446
chr21	253	254	1.380066154733439
chr21	254	255	1.2270565719262096
chr21	255	256	1.1937226073571408
chr21	256	257	1.141049657561115
chr21	257	258	1.124656138522442
chr21	258	259	1.1687193602394739
chr21	259	260	1.0585166674875122
chr21	260	261	0.9892554660498887
chr21	261	262	0.9354581581921492
chr21	262	263	0.8191864621405135
chr21	263	264	1.000986449741428
chr21	264	265	1.0590526138312948
chr21	265	266	0.8073165523961665
chr21	266	267	0.8167353495059365
chr21	267	268	0.714738274134665
chr21	268	269	0.60898212584414
chr21	269	270	0.5930512144038942
chr21	270	271	0.5908768360164585
chr21	271	272	0.5663925395743665
chr21	272	273	0.6379567544118182
chr21	273	274	0.6881328102417128
chr21	274	275	0.7104057311469972
chr21	275	276	0.9655702614286731
chr21	276	277	1.9549332674808988
chr21	277	278	2.260154947360134
chr21	278	279	2.5677908006063954
chr21	279	280	2.576118178717735
chr21	280	281	2.236512663501073
chr21	281	282	2.3564851757373257
chr21	282	283	2.005529687197475
chr21	283	284	2.747261991307491
chr21	284	285	3.046107382578797
chr21	285	286	2.9689871512759436
