jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
2	emt0.0.11.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	9728	0	2.115849	0
3	emt0.0.15.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7914	0	3.979875	0
4	emt0.0.16.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7642	0	5.79419	0
5	emt0.0.17.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7229	0	7.588308	0
6	emt0.0.18.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	6829	0	9.272355999999998	0
7	emt0.0.19.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	6365	0	10.899652999999999	0
8	emt0.0.20.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5847	0	12.432997	0
9	emt0.0.21.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5644	0	13.815657	0
10	emt0.0.1.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5418	0	15.261039	0
11	emt0.0.2.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5391	0	16.715668	0
12	emt0.0.3.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5352	0	18.18558	0
13	emt0.0.4.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3844	0	19.414458	0
14	emt0.0.7.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3604	0	20.529135	0
15	emt0.0.5.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3532	0	21.773308	0
16	emt0.0.6.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3298	0	22.889699	0
17	emt0.0.8.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3247	0	24.018034	0
18	emt0.0.9.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3121	0	25.167299	0
19	emt0.0.12.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	2517	0	26.217755	0
20	emt0.0.10.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	2361	0	27.25333	0
21	emt0.0.13.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	1549	0	28.098758	0
22	emt0.0.14.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	1407	0	28.944655	0
1	emt0.0.0.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	9947	0	30.819573	0
23	emt0.0.bundle.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	0	0	31.345748	0
25	emt0.1.11.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	9728	0	33.305335	0
26	emt0.1.15.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7914	0	35.182549	0
27	emt0.1.16.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7642	0	36.891409	0
28	emt0.1.17.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7229	0	38.633031	0
29	emt0.1.18.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	6829	0	40.344812	0
30	emt0.1.19.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	6365	0	41.937498999999995	0
31	emt0.1.20.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5847	0	43.525606	0
32	emt0.1.21.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5644	0	44.957005	0
33	emt0.1.1.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5418	0	46.415376	0
34	emt0.1.2.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5391	0	47.889869	0
35	emt0.1.3.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5352	0	49.302326	0
36	emt0.1.4.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3844	0	50.51267	0
37	emt0.1.7.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3604	0	51.679729	0
38	emt0.1.5.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3532	0	52.885650999999996	0
39	emt0.1.6.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3298	0	54.065507999999994	0
40	emt0.1.8.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3247	0	55.186862000000005	0
41	emt0.1.9.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3121	0	56.315650999999995	0
42	emt0.1.12.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	2517	0	57.365862	0
43	emt0.1.10.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	2361	0	58.355661000000005	0
44	emt0.1.13.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	1549	0	59.224988999999994	0
45	emt0.1.14.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	1407	0	60.09738899999999	0
24	emt0.1.0.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	9947	0	62.181193	0
46	emt0.1.bundle.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	0	0	62.618581	0
48	emt0.2.11.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	9728	0	64.488656	0
49	emt0.2.15.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7914	0	66.187656	0
50	emt0.2.16.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7642	0	67.841746	0
51	emt0.2.17.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	7229	0	69.398466	0
52	emt0.2.18.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	6829	0	70.97112899999999	0
53	emt0.2.19.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	6365	0	72.50970099999999	0
54	emt0.2.20.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5847	0	73.925518	0
55	emt0.2.21.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5644	0	75.266432	0
56	emt0.2.1.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5418	0	76.651579	0
57	emt0.2.2.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5391	0	77.96357	0
58	emt0.2.3.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	5352	0	79.323802	0
59	emt0.2.4.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3844	0	80.496119	0
60	emt0.2.7.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3604	0	81.579743	0
61	emt0.2.5.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3532	0	82.735368	0
62	emt0.2.6.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3298	0	83.847336	0
63	emt0.2.8.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3247	0	84.93099199999999	0
64	emt0.2.9.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	3121	0	85.972843	0
65	emt0.2.12.traindir_res25000_k4.39202c9ea34a11ecaa69a4c3f04f704a	gmtkEMtrain	4	2517	0	87.048193	0
