jobid	jobname	prog	num_segs	num_frames	maxvmem	cpu	exit_status
1	vit0.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	9947	0	1.348511	0
2	vit11.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	9728	0	2.6451379999999998	0
3	vit15.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	7914	0	3.933401	0
4	vit16.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	7642	0	5.118419	0
5	vit17.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	7229	0	6.2765439999999995	0
6	vit18.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	6829	0	7.444118	0
7	vit19.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	6365	0	8.546288	0
8	vit20.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	5847	0	9.658796	0
9	vit21.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	5644	0	10.728679999999999	0
10	vit1.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	5418	0	11.799305	0
11	vit2.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	5391	0	12.865509	0
12	vit3.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	5352	0	13.970562000000001	0
13	vit4.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	3844	0	14.905987	0
14	vit7.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	3604	0	15.800982999999999	0
15	vit5.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	3532	0	16.70375	0
16	vit6.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	3298	0	17.645352	0
17	vit8.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	3247	0	18.519530000000003	0
18	vit9.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	3121	0	19.413463	0
19	vit12.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	2517	0	20.264928	0
20	vit10.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	2361	0	21.108946	0
21	vit13.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	1549	0	21.86858	0
22	vit14.annotdir_res25000_k5.c69249a2a36511eca4eea4c3f04f704a	gmtkViterbi	5	1407	0	22.608928000000002	0
